sentence,label
@SouthwestAir Great trip on 2672 yesterday - outstanding flight attendants,1
"@USAirways captain on flight 1712 from PHX-PHL at 3:55 tonight was hilarious. ""Greetings from the pointy end of the airplane"" haha thanks!",1
"@AmericanAir I love the service and cheap upgrades American Provides! One of the best airlines ever! good food, good seats, amazing thanks!",1
@SouthwestAir Hey sourhwest can you send me to Atlanta to see @Imaginedragons ? I will fly southwest forever. U guys are the best airline!,1
@united thank you!,1
@united thank you,1
@AmericanAir thanks 😩. idk if it still Late Flight but I hope I get it tonight 😭,1
@SouthwestAir think you have great people working for you.,1
"@JetBlue OK, thank you.",1
@united My favorite way to travel! Thank you! http://t.co/vGN2X1ckg0,1
@SouthwestAir  Thank you.,1
@JetBlue thanks! Calling right now!,1
@AmericanAir thanks for following up. I think it's fair to refund the ticket price and the two one way rental cars I had to buy.,1
@SouthwestAir Amazing customer service as well. Will definitely fly with you guys again if my instrument is involved. #10/10,1
@JetBlue What a great idea! #cometoAustin,1
@SouthwestAir  I USED to always fly Southwest.,1
@JetBlue it's only because I'm wearing #TrueBlueColors!,1
@united we were able to get on the moon flight! Just got to our hotel in Puerto Rico! Thank you!,1
@JetBlue Thank you!,1
"@SouthwestAir OH MY GOSH SERIOUSLY?! you just made my day, week, year!!! No one will appreciate this more than me!!!",1
"@JetBlue hey, so, Dre at Seatac check in needs a raise, stat. Dude gave me amazing customer service and made me feel valued. 👍",1
@USAirways Another great flight #FunFlightAttendants. Thanks for showing my dad wonderful customer service. #flt635 #LAX #PHX #SundayFunday,1
@united have Michelle at T1 ORD train your other staff on how to treat customers. A refreshing pleasure to deal with.,1
@SouthwestAir I wish i would've seen this 4 hours ago!!! I WANTED TO SEE THEM TONIGHT SO BAD!!!! #CRYING,1
@JetBlue Thanks. Used phone instead of computer and it worked!! Thx again!,1
@united another awesome new plane flight 1584 and extremely nice Captain Steve Connolly.,1
"@AmericanAir we are off to Kax premium.  Hoping this flight is better food, TV now I know how to work it and service. Tnx",1
"@AmericanAir @USAirways Statement wasn't sent yesterday like Jeanine said. After I even called last night as well. Again, excellent service",1
@jetblue always #mosaicmecrazy #sunrise #bestairline #nofilterneeded &amp; how can you not love #FlyFi… http://t.co/NY6CS7jRuV,1
"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/B2Xi4YG5T8 #CheapFlights #FareCompare",1
@SouthwestAir @AARP #tfw1 Appreciate the tweet back - It was unexpected.,1
@USAirways please give Tara G a pat on the back and praise.  She was very very helpful.  She is at PHL member lounge,1
@JetBlue I would go anywhere JetBlue goes.,1
"@JetBlue tough choices but I did all simultaneously! As a business traveler, best experience in a long time. #wishmyflightwaslonger #what",1
@SouthwestAir I managed to get sorted out over the phone. Good luck dealing with the snow in Texas!,1
@united you have the nicest gate attendant at Newark airport gate 101 right now. Multiple delays and she is still pleasant with everyone.,1
@united thank you for the help!!,1
@AmericanAir thanks... I finally got through this afternoon.  :),1
@JetBlue This could be the beginning of a BLUEtiful relationship :) #lifeneedsfrosting,1
@JetBlue love it as always!,1
@USAirways YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,1
@united you guys continue to impress me in Houston. http://t.co/cIh1qNllcM,1
@USAirways They were breathing very heavily. but were super helpful. Thank you.,1
@USAirways Mellani B. and whole team in Columbia SC are absolute superstars. Incredibly helpful.,1
@united that's exactly the point. It fits. I'm premier access. Boarding group 2. This was a return ticket. I've been doing this for 15 yrs,1
"@united thanks, it was my first time in a United lounge and felt welcomed.",1
@USAirways surprisingly quick response time by you and them. Thanks!,1
@SouthwestAir I love you Southwest. I accept all your flight attendants and their many talents always! #flySWA,1
@AmericanAir Thank you for being so responsive on Twitter. Truly impressive.,1
"@JetBlue Great flight, as always! Thank you to the great crew on flight 475! #travel #jetblue",1
@JetBlue thanks. I will use the extra time to do some more shopping! Did somebody say duty free?,1
@VirginAmerica sounds like fun !,1
@AmericanAir @gerri_elliott You will!! Every chance I get! Thanks for keeping me Exec Platinum.,1
@JetBlue thanks JB!! This is why I 💙 you!,1
@JetBlue and a HUGE thanks to the crew on flight 1348 who flew in to DCA from SJU Monday night in the snow so we could have a plane!!!,1
@JetBlue huge fan of great brands and people doing great things… you guys rock happy to share the love!,1
@united kind of cool to run into your boss man at SFO. http://t.co/bm9O2K5X5J,1
@SouthwestAir Glad to know I'll be flying the luv airline tomorrow ;),1
"@VirginAmerica I adore you, and am so looking forward to my flight to Austin in two weeks.",1
@united the staff was rather efficient and got us solutions just freaked me out a little being in limbo in the air.,1
"@JetBlue thanks so much for help Us, u r amazing!",1
@united thanks we'll be in touch!,1
@SouthwestAir Thank you for the vouchers after the long wait on the runway Saturday night at BWI! I really appreciate it! #SWfan,1
@SouthwestAir... I love you. Air travel doesn't get easier.,1
"@SouthwestAir stewardess really funny! Now I could get the gent next to me to use some headphones, this would be the perfect flight!",1
@SouthwestAir A wonderfully nice agent in Austin helped us out. Wish I remembered her name to give proper kudos.,1
@JetBlue thanks for the quick response! Fingers crossed the plane gets here then,1
@JetBlue ok!!! That's super helpful. Thank you. I'll reach out if I have any other questions.,1
@united message sent. Thank you!,1
"@united awesome. Thx. And thx for replying so damn fast, sure as hell beats 80s cheeze hold music!!",1
"@SouthwestAir CEO Gary Kelly, ""We are America's most loved and most flown airline!"" #SouthwestRally #BWI #bestemployees #swaculture #swapic",1
@united thank you very much for the help. We're do I pick up my bags aspen airport &amp; are they coming in today on flight911,1
@united thank you! I wish the lady in Little Rock had told me that in the morning when I asked her,1
"@SouthwestAir though I work for another major airline,  I LOVE your Black history month commercial. I Thank you.",1
"@AmericanAir I love the Admiral Clubs! Thanks, hey can you follow me?",1
@USAirways  thank you! Glad to be heading home! Great people at your call center!,1
@USAirways Thank you. And thanks for being so accommodating.,1
@AmericanAir thanks for responding ... will do!,1
@united you suck. @SouthwestAir you're the best.,1
@united awesome new plane flight 1701,1
@AmericanAir thank you for doing the best you could to get me rebooked. Agent on phone &amp; addtl resolution on DM was very much appreciated.,1
@SouthwestAir - We left iPad in a seat pocket.  Filed lost item report. Received it exactly 1 week Late Flightr.  Is that a record?  #unbelievable,1
@JetBlue That'd be nice! Hoping to rack up enough miles to take a trip to Seattle and enjoy a perfect latte in the city of coffee.,1
@USAirways customer service at its finest,1
@JetBlue awesome,1
@JetBlue Awww thank you B6! Glad to hear it!  Made my day! &amp; one last question do you have any idea what tail is operating flt 606 2maro? :),1
"@SouthwestAir Beautiful, thanks a ton!",1
@USAirways Thanks. It would be better from the gate agent at C14 in Charlotte boarding flight 1791.,1
@JetBlue he just went above and beyond to be helpful,1
@AmericanAir excellent!  Love you guys!  If it is first class I'll hug ya'll!  See you shortly!,1
"@united landing in anchorage, then on our way to fairbanks! http://t.co/FjkvQMbmaS",1
@united thank you. Literally called for preboarding as I ran up.,1
“@JetBlue: @FinleyBklynCFS So glad to hear. Thanks for sharing the video.” Me and JetBlue are #BFF 🙏,1
@USAirways Thanks!,1
@SouthwestAir can i get tiks for #DestinationDragons omg id love to! Plz 😱❤️im dying,1
@united Cool. Thank you.,1
@JetBlue my family and I are excited to see you too😊😊,1
"@united as u might imagine, this former pilot was particularly touched by the gesture. Please let the FO know #keepingtraditionsalive",1
"@SouthwestAir LOVE your TV ad with the girl dancing. Makes me laugh every time, AND now I want to take a trip! :-)",1
"@united All flights Cancelled Flighted :( Trip refunded without difficulty, staff extremely helpful, no complaints! Way to handle bad weather!",1
@united No problem just follow me back so I can! Thank you!,1
"@SouthwestAir Love, love, love this. Southwest Rocks!! Always!! https://t.co/q8VSfFRd1u",1
@SouthwestAir Thank you!,1
@SouthwestAir I WOULD DO ANYTHING FOR tickets to the VEGAS... ANYTHING. I love imagine dragons so much!!,1
@USAirways i got through and am able to switch my flight with no charge. Thank you,1
@SouthwestAir @SacIntlAirport Feels like a good day to fly!!  Thanks for the ontime departure to SNA!!:) #bestinclass #30000ft #takemehome,1
@united thanks for not getting my BusinessFirst priority tagged bag onto my connecting flight at EWR despite a 2+ hour layover. Nice job,1
@JetBlue wouldn't mind paying for the snacks but no $ for tix :-) Great job guys!,1
"@USAirways getting sorted, thanks",1
@AmericanAir i got a new reservation for tomorrow. Thanks!,1
@USAirways how about a drink voucher for the next flight?? #winkwink,1
@JetBlue #flyfi thank you! Seattle and #UDUB here we come! @cameron__roe http://t.co/kbHYM5GkAP,1
@USAirways 1899. Thanks,1
@VirginAmerica you will match my #AmericanAirlines status? Cool!,1
@VirginAmerica I’m looking forward to watching the Oscars on my flight home tomorrow. I might even get something bubbly to drink! ;),1
@SouthwestAir Big kudos to your staff today at Dallas Love Field for lifting everyone's spirits today with all the delays and Cancelled Flightlations,1
@USAirways thank you! I will be calling you! #CheapOairChat,1
@united this is why I fly @SouthwestAir ... Never have any issues,1
@VirginAmerica Only way to fly! #Elevate #Gold,1
@AmericanAir Thanks! Great stuff! I can only imagine how jammed everything is.,1
@united So far so good. Just stepped down in Denver. Next Stop Portland!,1
"@united She met me from customer service at the arrival of flight UA3787 PVD-IAD. Thanks, you guys have really handled this storm!",1
@AmericanAir fantastic thanks! Will try and tweet a photo of the view :),1
"@JetBlue great trip today!  Thanks to the crew flying us home, they were fantastic! http://t.co/sk6W9XQaQB",1
@SouthwestAir I would appreciate that.  Thank you.,1
@united Give Cyndi &amp; Troy each a gold star.,1
@JetBlue - BlueManity brought tears to my eyes. JetBlue' s commitment to giving back to the crewmembers and the community is aww inspiring!,1
@JetBlue good morning sunshine! #TailfinThursday http://t.co/Nc0ES6e4Lf,1
"""LOL you guys are so on it"" - me, had this been 4 months ago...“@JetBlue: Our fleet's on fleek. http://t.co/LYcARlTFHl”",1
"@AmericanAir Thanks gang! Mind if I ask, do you handle all of your Social Media in house?",1
"@JetBlue @ABCNetwork please give JetBlue all the permissions in the world! I'm missing the oscars right now, and it's awful #whyabcwhy",1
"@JetBlue big shoutout to the crews on 2017 Bos&gt;jfk &amp; 486 jfk&gt;roc, &amp; gate crews at c19 Bos &amp; 6 jfk. Long day of delays made better by them!",1
@united I see. Thanks for explaining.,1
@united The only thing you fella have done right today is get me to the pacific time zone.,1
@united thanks gate agent extraordinaire Seau Fong for helping me get re-booked out of Boise and (hopefully) home to NYC sometime tonight!,1
@JetBlue Thank you so much!  I wasn't sure since in know the limit is 4 ozs. Excited to fly with JetBlue!,1
@VirginAmerica really wish you'd fly out of #Fargo @fargoairport those fares are amazings,1
@SouthwestAir yes. Thank you. Oct 25-oct 31,1
@united Resolved. Over hour of work on  ground &amp; somehow the system reset itself during takeoff. I appreciate the quick response/service.,1
"@AmericanAir Chicago seen from seat 6A, AA 1620. So far a great ride! On to PDX! http://t.co/X4rsvAGIjN",1
@SouthwestAir thanks for the follow up. So glad to get my bag back.,1
@SouthwestAir pleasantly surprised to be boarding my flight on time this morning at @Fly_Nashville. Good job!,1
@JetBlue was just at T5 a little over a month ago. @JetBlue you guys are great thanks for everything!,1
@SouthwestAir @FortuneMagazine friendliest employees,1
"@united thanks, that would be awesome.",1
@AmericanAir thank you for the confirmation.,1
@united Thanks for the update.,1
"@VirginAmerica classiq, luv Virgin America. Greetingz",1
@AmericanAir Thank you.....you do the same!!,1
@SouthwestAir I just received your birthday card.  It was amazing and made me smile with joy.  Nice videos.  Thanks.,1
@VirginAmerica love the 90s music blasting at gate in #Boston while waiting for flight to #SanFrancisco. Only if I could get an iced coffee!,1
@united thanks for moving my dad on to my my mom's flight. You helped make his birthday start with #FriendlyFriday Awesomeness! 4 paws up!,1
@AmericanAir He thanks you. Anything you can do to help. Would any further information help in the process?,1
@united Elizabeth at Washington Dulles just hooked me up with a new connecting flight at my gate! I'm super pleased!,1
@AmericanAir thanks,1
"Thank you for your help, Shannon! Great customer service, @SouthwestAir.",1
@JetBlue sure is 💙,1
@JetBlue this makes me happy. I hope these aren't empty promises.,1
@united follow me please this airline is beautifull ♥,1
@SouthwestAir Glad it was finally resolved too. Too bad I can't get a free voucher to go with mine so I can have a friend travel next time!,1
@USAirways Ann Marie at LGA is the best ticket agent ever! #excellentcustomerservice,1
@SouthwestAir I did. Thank you.,1
@united sent a DM just now. Thanks I am incredibly happy the fast response I got via Twitter than via customer care. Thank you,1
"Thanks! Hope I don't look like a complainer, I've written of good experiences w/you in the past and am making do in terminal 5 :) @JetBlue",1
"@USAirways Stars aligned. Connecting flight was delayed into CLT. Made it! Thanks, glad to know someone is listening. Time for 80° in MoBay!",1
@AmericanAir I don't think you should help him at all based on his behavior. The voucher and cot seem like enough lol 😃,1
@VirginAmerica I love your guy's song! We're dancing to it for our high school dance revue,1
"@SouthwestAir SW rocks, thanks for the reply and the follow. Rebooked earlier flight!",1
@SouthwestAir Flight 3056. Only an hour long but one of the best flights I've ever had. Kudos to flight crew and airline in general.,1
"@USAirways thanks for the reply. On a good note, the pilot nailed the landing. Seriously. Kudos.",1
"@united on a good note, the 2 employees I encountered @ Newark were fabulous. I was very Late Flight for my connecting flight and they got me on!!!",1
@AmericanAir I would like to thank the customer service team for their response to my Cancelled Flightled flight but just offering to (cont),1
@USAirways Nick on flight 742 was awesome. Please reward him in some way!!! He has kept us smiling on a bad day of travel. #customerservice,1
@AmericanAir 🙏 in my hotel now. Thank you!,1
@JetBlue I LOVE JET BLUE!,1
@united Thank you! Off to LA to do something very special.,1
@united appreciate the sentiment and you were able to get me off the ground;still missed connection,1
"@USAirways Thanks. No DC yet, I see. I will keep that link and check back. Appreciate it!",1
@JetBlue Really!? That's good to hear! Thanks for the update @walls29 We may make that business meeting after all.,1
"@AmericanAir Haha I had a boarding pass for 12B, was boarding the plane and the gate agent told me to go to 41G. I'm here now. No worries.",1
@JetBlue @Leopolds_IC  No but my friend in the picture - Phillip Heller (JFK IFC) did and he said it was delicious!,1
@united free booze for the Bach party would make it better!  ORD--&gt;MSY #Delayed #Again   We will enjoy either way.  Thanks!,1
"@united thank you so much, that helps a ton. Whoever is on this Twitter acct today deserves a handshake and a hot chocoLate Flight. #problemsolvers",1
@united. You guys made my day. Treated me well. Thank you!!!,1
"@JetBlue loved the service from the staff at Newark today. 

Good service goes along way.

I appreciate your preciation  

Nj ✈️Tampa 

🔵🔵🔵",1
@SouthwestAir Southwest is definitely my favorite airline to fly! :D,1
@united flight 1491...plane from SFO to DEN is basically on time.,1
@united Brandi Zabsonre in Denver deserves a raise for bringing delight into a terrible travel situation. big ups http://t.co/TK3aOpdtSQ,1
@united wins top marks for customer service via Twitter. They turned a poor experience into a positive. Many thanks for the effort! 👍,1
@VirginAmerica would love to do more for virgin just like I do for @GoPro,1
@JetBlue thank you :-),1
@AmericanAir why thank you!! Yayayay!!,1
@VirginAmerica had me at their safety video . . . http://t.co/CqMm7nuE9m  LOVED my first cross country flight. #livewelltraveled #sytycd,1
"@SouthwestAir Once again, I was able to change my flight without any fees... oh and the two free checked bags.  Best airline ever.",1
@USAirways Thanks for the information!,1
"@united finally made it to rep, who solved my problem.",1
@AmericanAir thanks to AA / DART for getting me home in time for work this morning DEN-DFW... didn't have to waste a vaca day @dartmedia,1
@united On the plane but thanks! Maybe don't let so many people check in by themselves - teeming with morons.,1
@SouthwestAir has the best customer service!,1
@united just got my lost Kindle in the mail! Thanks again.,1
"@JetBlue @jeff_hofmann @DeniseJTaylor @LaurieAMeacham Good one! And indeed, it's JetBlue's finest day in history!",1
"@JetBlue yes thankfully! Catering just got here and now they are loading, but very frustrated. I was supposed to be there by 10-10:30",1
@AmericanAir we made it so no worries... You guys did good tonight and even put @ESPN_CoachMack on my flight #firstclass,1
@AmericanAir Shout-out to all the ground crews working in the cold! Thanks for what y'all do. (&amp; social media team for customer service),1
@united he has no priority and Iove it,1
@JetBlue he loved the #natural #beefjerky snacks😉,1
@SouthwestAir got mine!  Just in time for the wife and my 15th anniversary!,1
Is expiring the @united offer to buy or transfer #United #MileagePlus miles with discount? Many offers during a year http://t.co/6tz6imqZlG,1
@USAirways thanks.,1
@SouthwestAir FINALLY!  A Passbook option for the SWA App. Thank you!!!!!,1
@VirginAmerica wow this just blew my mind,1
@JetBlue I want to give a warm thanks to your crew at Logan airport for still getting me to the DC area after Cancelled Flightlations this morning!,1
"@JetBlue pilot: ""Don't worry folks there's a backup for the backup for every part of this plane."" Thanks guy",1
@united Got me home amid snow &amp; Cancelled Flightlations; delivered bag w/o hassle; plus no wait on phone &amp; an upgrade. Thank you!,1
@JetBlue - looking forward to it when we finally take off.,1
@AmericanAir I ended up on a flight to LA my fourth time on standby. Thanks! http://t.co/NA5G5EAKPA,1
@united followed and messaged. Thanks so much for the help.,1
"@VirginAmerica, you're doing a great job adding little luxuries/aesthetics that improve the air travel experience. Thank you. Keep it up!",1
@united give her the recognition she deserves!,1
@united Thanks!,1
"@AmericanAir yes yes yes,so glad to be headed home!",1
@SouthwestAir thanks connection thru Nashville have A1 boarding pass get to Dallas gate boarding 40 min before flt get end of B group,1
@AmericanAir Kudos to ticket agents for #2224 for making passengers check bags that are too big to fit in overhead.,1
@united private jet would have been cool! Do does not work. I'll try again,1
"@SouthwestAir aww thanks!! Other than that, love it!",1
@JetBlue oh yes! I hope you expand to other airports soon so I can fly you to see my family each year!!!!,1
@SouthwestAir is having a sale! I'm delighted!,1
@JetBlue is amazing. Had a short delay. They gave me $150 credit! It was literally pretty much my fault I missed the flight.,1
@united Ok thank again for your help!,1
@united I am blown away by stellar #custserv !! Thank you &lt;3 http://t.co/JOrEScfb4x,1
@SouthwestAir iPhone app now has passbook support! Whoot! It's the little things in life... 😜,1
@united your agents (and service) on my weekend trip have been AMAZING!!! Thank you!!,1
@JetBlue I just wanted to say flight attendant fitz was the best tonight on flight #1326 bwi/Bos. Great guy and made the flight fantastic!,1
@SouthwestAir you guys held our flight #330!  Thank you!!!  About to take off from MDW now to Oakland.  Thanks,1
@USAirways YOU ARE THE BEST AIRWAYS! Follow me please!!!!!🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,1
@JetBlue thank you 😊 standing in line now!,1
@USAirways awesome! Flight #676 out of philly on Tuesday. Party in row 15 if you're interested.,1
@JetBlue yes! Announced we will take off. You're on it! Thank you!,1
@SouthwestAir  @TheEllenShow @Imaginedragons  @kdepetro313 .what a great first night. #DestinationDragons http://t.co/N3LrFo4UaY,1
